,Inflected_Word,Lemma,Prediction
24604,পতঙ্গবিদ্যা,পতঙ্গবিদ্যা,পতঙ্গবিদ্যা
24605,অরণ্যাবৃত,অরণ্যাবৃত,অরণ্যাবৃত
24606,জ্যামিতিক,জ্যামিতি,জ্যামিতি
24607,আইএনইসি,আইএনইসি,আইএনইসি
24608,ডানবারের,ডানবার,ডানবার
24609,আন্নাদুরাই,আন্নাদুরাই,আন্নাদুরাই
24610,মিশরীয়বাহিনী,মিশরীয়বাহিনী,মিশরীয়বাহিনী
24611,ফোঁড়া,ফোঁড়া,ফোঁড়া
24612,সিদ্ধান্তগুলো,সিদ্ধান্ত,সিদ্ধান্ত
24613,মৈত্রীবদ্ধ,মৈত্রীবদ্ধ,মৈত্রীবদ্ধ
24614,টেকনলজি,টেকনলজি,টেকনলজি
24615,চিঠিতে,চিঠি,চিঠি
24616,সমর্থনের,সমর্থন,সমর্থন
24617,দিকটিকে,দিক,দিক
24618,খানেরর,খান,খান
24619,কার্যালয়গুলির,কার্যালয়,কার্যালয়
24620,র্যাশও,র্যাশ,র্যাশ
24621,সাউলের,সাউল,সাউল
24622,ম্যানিলেনসিস,ম্যানিলেনসিস,ম্যানিলেনসিস
24623,শিরোনামে,শিরোনাম,শিরোনাম
24624,পদত্যাগপত্র,পদত্যাগ,পদত্যাগ
24625,চুকনো,চুকনো,চুকনো
24626,সহজগুলো,সহজ,সহজ
24627,প্ল্যাককে,প্ল্যাক,প্ল্যাক
24628,অ্যাটলাস,অ্যাটলাস,অ্যাটলাস
24629,এড়ে,এড়া,এড়া
24630,তাদে,তাদে,তাদে
24631,গভর্মেন্টের,গভর্মেন্ট,গভর্মেন্ট
24632,ভোলিনস্কি,ভোলিনস্কি,ভোলিনস্কি
24633,লাইব্রেরিয়ানস,লাইব্রেরিয়ানস,লাইব্রেরিয়ানস
24634,এষৌর,এষৌর,এষৌর
24635,ভূবিষুব,ভূবিষুব,ভূবিষুব
24636,গ্রুন্ডগেযেটস,গ্রুন্ডগেযেটস,গ্রুন্ডগেযেটস
24637,গাছকাটা,গাছকাটা,গাছকাটা
24638,ডিথ্রিডি,ডিথ্রিডি,ডিথ্রিডি
24639,লাক্স,লাক্স,লাক্স
24640,অত্বকছেদী,অত্বকছেদী,অত্বকছেদী
24641,সুহ্মরই,সুহ্মর,সুহ্মর
24642,হাটুর,হাটু,হাটু
24643,বুরুজটিকে,বুরুজটি,বুরুজটি
24644,মানসিকভাবে,মানসিক,মানসিক
24645,আর্টিজনের,আর্টিজন,আর্টিজন
24646,হেলমুট,হেলমুট,হেলমুট
24647,ফ্রোডোর,ফ্রোডোর,ফ্রোডোর
24648,হিষ্কিয়ের,হিষ্কিয়,হিষ্কিয়
24649,নোয়ারাই,নোয়ারাই,নোয়ারাই
24650,জোড়ের,জোড়,জোড়
24651,এফন্সো,এফন্সো,এফন্সো
24652,ফসলগুলি,ফসল,ফসল
24653,ফটোসাংবাদিকচিত,ফটোসাংবাদিকচিত,ফটোসাংবাদিকচিত
24654,অর্র্ধপাদ,অর্র্ধপাদ,অর্র্ধপাদ
24655,সাংহাই,সাংহাই,সাংহাই
24656,অগস্ট,অগস্ট,অগস্ট
24657,স্থানগুলোকেও,স্থান,স্থান
24658,একজাত,একজাত,একজাত
24659,পৃথিবীটাকে,পৃথিবী,পৃথিবী
24660,লিমিটেডএ,লিমিটেড,লিমিটেড
24661,দিগন্তরেখায়,দিগন্তরেখা,দিগন্তরেখা
24662,শিম্বুনে,শিম্বুন,শিম্বুন
24663,প্রযুক্তিমূলক,প্রযুক্তিমূলক,প্রযুক্তিমূলক
24664,আর্তস্বরে,আর্তস্বর,আর্তস্বর
24665,অসৌন্দর্য,অসুন্দর,অসুন্দর
24666,খাইয়াছি,খাওয়া,খাওয়া
24667,নাট্যসাহিত্যে,নাট্যসাহিত্য,নাট্যসাহিত্য
24668,সমুদ্রপাড়ের,সমুদ্রপাড়,সমুদ্রপাড়
24669,স্বরসঙ্ঘাত,স্বরসঙ্ঘাত,স্বরসঙ্ঘাত
24670,খাজনাখানা,খাজনাখানা,খাজনাখানা
24671,বাগ্বাদিনী,বাগ্বাদিনী,বাগ্বাদিনী
24672,কাঁদতাম,কাঁদা,কাঁদা
24673,এলিয়ে,এলানো,এলিয়ে
24674,উপভাষাতত্ত্ব,উপভাষাতত্ত্ব,উপভাষাতত্ত্ব
24675,বাইর্ন্সফাদারের,বাইর্ন্সফাদার,বাইর্ন্সফাদার
24676,ট্রাককে,ট্রাক,ট্রাক
24677,প্রিয়জনকে,প্রিয়জন,প্রিয়জন
24678,উল্লেখযোগ্যতার,উল্লেখযোগ্যতা,উল্লেখযোগ্যতা
24679,সংবাদপত্রটিও,সংবাদপত্র,সংবাদপত্র
24680,সিরিজটিও,সিরিজ,সিরিজ
24681,লেটমোটিফগুলির,লেটমোটিফ,লেটমোটিফ
24682,হিমুতে,হিমু,হিমু
24683,প্রানীকুলে,প্রানীকুল,প্রানীকুল
24684,সত্বেও,সত্ব,সত্ত্ব
24685,হিতোপদেশ,হিতোপদেশ,হিতোপদেশ
24686,কোপান্বিত,কোপান্বিত,কোপান্বিত
24687,সবজি,সবজি,সবজি
24688,অজ্ঞাতব্যক্তিভীতি,অজ্ঞাতব্যক্তিভীতিৎ,অজ্ঞাতব্যক্তিভীতি
24689,সমুদ্রতীর,সমুদ্র,সমুদ্রতী
24690,নিমন্ত্রণকর্তার,নিমন্ত্রণকর্তা,নিমন্ত্রণকর্তা
24691,সীমান্তরেখার,সীমান্তরেখা,সীমান্তরেখা
24692,এডুইন,এডুইন,এডুইন
24693,থিম্পু,থিম্পু,থিম্পু
24694,মূলদলে,মূলদল,মূলদল
24695,দুপক্ষেই,দুপক্ষ,দুপক্ষ
24696,পিরামিডে,পিরামিড,পিরামিড
24697,অবসরোত্তর,অবসরোত্তর,অবসরোত্তর
24698,সেভিয়ের,সেভিয়ে,সেভিয়ে
24699,কাইজেরির,কাইজেরি,কাইজেরি
24700,আলোকবিজ্ঞান,আলোকবিজ্ঞান,আলোকবিজ্ঞান
24701,ছাত্রলীগ,ছাত্রলীগ,ছাত্রলীগ
24702,ঘটনামুক্ত,ঘটনামুক্ত,ঘটনামুক্ত
24703,অর্ডিনেটে,অর্ডিনেট,অর্ডিনেট
24704,গ্রিকস্ক,গ্রিকস্ক,গ্রিকস্ক
24705,ভাটসালা,ভাটা,ভাটসালা
24706,প্রশংসনীয়,প্রশংসা,প্রশংসা
24707,সর্মসংস্থান,সর্মসংস্থান,সর্মসংস্থান
24708,মনপুরাতে,মনপুরাত,মনপুরাত
24709,সুরহারে,সুরহার,সুরহার
24710,কাইলিকে,কাইলি,কাইলি
24711,গুরত্বপূর্ন,গুরত্ব,গুরত্ব
24712,কর্মসময়ে,কর্মসময়,কর্মসময়
24713,গ্রামমাত্র,গ্রাম,গ্রাম
24714,ব্লগে,ব্লগ,ব্লগ
24715,কার্ডটি,কার্ড,কার্ড
24716,প্রতিযোগিতাবিশেষ,প্রতিযোগিতাবিশেষ,প্রতিযোগিতাবিশেষ
24717,মুখখানাও,মুখ,মুখ
24718,এবিগেলকে,এবিগেল,এবিগেল
24719,ফ্যাক্টরি,ফ্যাক্টরি,ফ্যাক্টরি
