sentence_main,sentence_lemma
আলিঙ্গনে অনুমিতি,আলিঙ্গন অনুমিত
অনুমিতি দৃক্পাত,অনুমিত দৃক্পাত
দৃক্পাত পিছন,দৃক্পাত পিছন
পিছন সহ্য,পিছন সহ্য
সহ্য এলাকা,সহ্য এলাকা
এলাকা আবেশকে,এলাকা আবেশ
আবেশকে অন্তর্ঘাতক,আবেশ অন্তর্ঘাত
অন্তর্ঘাতক দেখছস,অন্তর্ঘাত দেখা
দেখছস বালতি,দেখা বালতি
বালতি কুঁজো,বালতি কুঁজ
কুঁজো কুসুমদের,কুঁজ কুসুম
কুসুমদের অভিভাবকতুল্য,কুসুম অভিভাবক
অভিভাবকতুল্য একজনও,অভিভাবক একজন
একজনও উচ্চাভিলাষকে,একজন উচ্চাভিলাষ
উচ্চাভিলাষকে গীতা,উচ্চাভিলাষ গীতা
গীতা কিয়ৎকাল,গীতা কিয়ৎকাল
কিয়ৎকাল বদল,কিয়ৎকাল বদলানো
বদল হৃৎপিণ্ড,বদলানো হৃৎপিণ্ড
হৃৎপিণ্ড রাষ্ট্র,হৃৎপিণ্ড রাষ্ট্র
রাষ্ট্র চড়াই,রাষ্ট্র চড়া
চড়াই চলিয়াছিল,চড়া চলা
চলিয়াছিল আত্মনির্ভরতার,চলা আত্মনির্ভর
আত্মনির্ভরতার অগ্রসরে,আত্মনির্ভর অগ্রসর
অগ্রসরে মেষযূথের,অগ্রসর মেষযূথ
মেষযূথের ছিপটি,মেষযূথ ছিপ
ছিপটি রীতিতে,ছিপ রীতি
রীতিতে মিনারটা,রীতি মিনার
মিনারটা যার,মিনার যে
যার সন্ন্যাসী,যে সন্ন্যাসী
সন্ন্যাসী অপহরণ,সন্ন্যাসী অপহরণ
অপহরণ চমৎকারভাবে,অপহরণ চমৎকার
চমৎকারভাবে কয়লা,চমৎকার কয়লা
কয়লা হকরা,কয়লা হক
হকরা শেয়াল,হক শেয়াল
শেয়াল কথাবার্তাই,শেয়াল কথাবার্তা
কথাবার্তাই আইনজীবীও,কথাবার্তা আইনজীবি
আইনজীবীও আড়ংগাছা,আইনজীবি আড়ং
আড়ংগাছা বিপিনকিশোরকে,আড়ং বিপিনকিশোর
বিপিনকিশোরকে ইন্দোনেশিয়ার,বিপিনকিশোর ইন্দোনেশিয়া
ইন্দোনেশিয়ার বাল্যকালে,ইন্দোনেশিয়া বাল্যকাল
বাল্যকালে বিপথে,বাল্যকাল বিপথ
বিপথে সাংবাদিকেরা,বিপথ সাংবাদিক
সাংবাদিকেরা পাহাড়ের,সাংবাদিক পাহাড়
পাহাড়ের কয়দিনকার,পাহাড় কয়েকদিন
কয়দিনকার আলাপে,কয়েকদিন আলাপ
আলাপে আখতার,আলাপ আখতার
আখতার পোড়ানো,আখতার পোড়ানো
পোড়ানো ভাবিতে,পোড়ানো ভাবা
ভাবিতে সহযোগিতায়,ভাবা সহযোগ
সহযোগিতায় অবয়বই,সহযোগ অবয়ব
অবয়বই এবারেই,অবয়ব এবার
এবারেই কম্পিউটারকে,এবার কম্পিউটার
কম্পিউটারকে অত্যাচারী,কম্পিউটার অত্যাচার
অত্যাচারী ক্ষতিপূরণকে,অত্যাচার ক্ষতিপূরণ
ক্ষতিপূরণকে করমর্দনের,ক্ষতিপূরণ করমর্দন
করমর্দনের অক্ষরেখা,করমর্দন অক্ষরেখা
অক্ষরেখা পিছিয়ে,অক্ষরেখা পেছানো
পিছিয়ে বিমুখ,পেছানো বিমুখ
বিমুখ চোখটা,বিমুখ চোখ
চোখটা বারোবো,চোখ বারোবো
বারোবো লবনে,বারোবো লবন
লবনে অভ্যাসও,লবন অভ্যাস
অভ্যাসও অচিরেই,অভ্যাস অচির
অচিরেই অনাচার,অচির অনাচার
অনাচার এমনিই,অনাচার এমনি
এমনিই ধরণীর,এমনি ধরণী
ধরণীর পাকানো,ধরণী পাকানো
পাকানো বোমটা,পাকানো বোম
বোমটা অন্যায়ের,বোম অন্যায়
অন্যায়ের শিমটি,অন্যায় শিম
শিমটি রোজ,শিম রোজ
রোজ ধাতুতে,রোজ ধাতু
ধাতুতে ঝুলাইয়া,ধাতু ঝোলানো
ঝুলাইয়া ব্যয়ই,ঝোলানো ব্যয়
ব্যয়ই হারতেছিলো,ব্যয় হারা
হারতেছিলো তোষামোদেই,হারা তোষামোদ
তোষামোদেই চালের,তোষামোদ চাল
চালের পেঁয়াজ,চাল পেঁয়াজ
পেঁয়াজ হ্রাসবিষয়ক,পেঁয়াজ হ্রাস
হ্রাসবিষয়ক পরিমাণে,হ্রাস পরিমাণ
পরিমাণে বড়াইর,পরিমাণ বড়াই
বড়াইর অপবাদও,বড়াই অপবাদ
অপবাদও উদ্দেশ্যকে,অপবাদ উদ্দেশ্য
উদ্দেশ্যকে নিরানব্বইতে,উদ্দেশ্য নিরানব্বই
নিরানব্বইতে আপত্তি,নিরানব্বই আপত্তি
আপত্তি অধিবেশন,আপত্তি অধিবেশন
অধিবেশন আলোকচিত্রীও,অধিবেশন আলোকচিত্রী
আলোকচিত্রীও বিয়ের,আলোকচিত্রী বিয়ে
